time,seconds_elapsed,z,y,x
1684114750306838800,0.0368388671875,0,0,0
1684114750316878800,0.04687890625,0.0752420425415039,0.3426368236541748,-0.6239023208618164
1684114750326918700,0.056918701171875,0.43990421295166016,0.14718198776245117,-0.6157188415527344
1684114750336958500,0.06695849609375,0.8692770004272461,0.2615232467651367,-0.8245546817779541
1684114750346998300,0.076998291015625,1.1412725448608398,0.28453612327575684,-1.1813360452651978
1684114750357038000,0.0870380859375,0.9925918579101562,0.5506916046142578,-1.7453230619430542
1684114750367078000,0.097077880859375,0.6910333633422852,0.32001185417175293,-1.301697850227356
1684114750377117700,0.10711767578125,0.5592832565307617,-0.03875160217285156,-0.9052226543426514
1684114750387157500,0.117157470703125,0.2688865661621094,-0.4878110885620117,-0.5686643123626709
1684114750397197300,0.127197265625,-4.562925338745117,-0.9880988597869873,-3.8593294620513916
1684114750407237400,0.1372373046875,-2.5355377197265625,-2.102062702178955,-1.0305156707763672
1684114750417277200,0.147277099609375,0.6385536193847656,-1.6886708736419678,-0.4154019355773926
1684114750427317000,0.15731689453125,1.2692995071411133,-0.16136598587036133,-1.7928290367126465
1684114750437356800,0.167356689453125,1.3730764389038086,0.4660220146179199,-1.827311635017395
1684114750447396600,0.177396728515625,1.2980899810791016,0.5364630222320557,-0.7531564235687256
1684114750457436400,0.1874365234375,0.29529857635498047,0.4244041442871094,1.1562278270721436
1684114750467476200,0.197476318359375,-0.9746122360229492,0.6297743320465088,2.028364419937134
1684114750477516300,0.207516357421875,-2.6210989952087402,0.7472376823425293,0.7766165733337402
1684114750487556000,0.21755615234375,-2.933093547821045,1.065786600112915,-0.8385517597198486
1684114750497596000,0.227595947265625,-1.0389552116394043,0.7894794940948486,-2.5618066787719727
1684114750507635700,0.2376357421875,-0.007325649261474609,0.2930781841278076,-2.288907766342163
1684114750517675500,0.247675537109375,0.18267059326171875,-1.8619942665100098,-1.0199599266052246
1684114750527715300,0.25771533203125,0.2900218963623047,-2.6542208194732666,-0.42971038818359375
1684114750537755100,0.267755126953125,-0.1520376205444336,-1.6041057109832764,-0.05853128433227539
1684114750547795200,0.277795166015625,-0.688352108001709,-0.7912988662719727,0.6331896781921387
1684114750557835000,0.2878349609375,-0.9889640808105469,0.11136841773986816,1.019669532775879
1684114750567874800,0.297874755859375,-0.999882698059082,0.4673182964324951,1.0609331130981445
1684114750577914600,0.30791455078125,-0.46625471115112305,0.394787073135376,1.0550379753112793
1684114750587954400,0.317954345703125,0.27884864807128906,-0.14983844757080078,0.8766164779663086
1684114750597994200,0.327994140625,0.758690357208252,-0.5443592071533203,0.6450071334838867
1684114750608034000,0.338033935546875,0.8085098266601562,-0.7948465347290039,0.14735889434814453
1684114750618073900,0.348073974609375,0.4160299301147461,-0.8348615169525146,0.17966318130493164
1684114750628114000,0.358114013671875,-0.043515682220458984,-0.46511173248291016,-0.06515312194824219
1684114750638153700,0.36815380859375,-0.36697959899902344,-0.3714427947998047,0.25133609771728516
1684114750648193500,0.378193603515625,-0.5210890769958496,-0.35237550735473633,0.24342727661132812
1684114750658233300,0.3882333984375,-0.6308760643005371,-0.18282055854797363,0.22032403945922852
1684114750668273200,0.398273193359375,-0.6898255348205566,-0.09296774864196777,0.5820116996765137
1684114750678313000,0.40831298828125,-0.8927977085113525,0.15759992599487305,0.020067214965820312
1684114750688352800,0.418352783203125,-0.26086878776550293,0.3214852809906006,-0.0029878616333007812
1684114750698392800,0.428392822265625,0.7300000190734863,0.49466443061828613,0.21810340881347656
1684114750708432600,0.4384326171875,1.1513464450836182,0.27301764488220215,0.9230499267578125
1684114750718472400,0.448472412109375,0.720522403717041,0.4696033000946045,0.6381759643554688
1684114750728512300,0.45851220703125,-0.013019800186157227,0.7985563278198242,-0.38948774337768555
1684114750738552000,0.468552001953125,-0.05477142333984375,0.5469017028808594,-0.10023117065429688
1684114750748591900,0.478591796875,-0.03636503219604492,-0.0707550048828125,0.10896492004394531
1684114750758631700,0.488631591796875,-2.1210644245147705,-0.5942497253417969,0.17876911163330078
1684114750768671700,0.498671630859375,-2.521479845046997,0.10149598121643066,1.1565876007080078
1684114750778711600,0.508711669921875,-3.6768927574157715,0.5496110916137695,1.0694236755371094
1684114750788751400,0.51875146484375,-4.150087356567383,0.9305052757263184,0.44112396240234375
1684114750798791200,0.528791259765625,-3.7337052822113037,1.1323928833007812,-0.18072509765625
1684114750808831000,0.5388310546875,-2.2860934734344482,0.6399424076080322,-0.2849388122558594
1684114750818870800,0.548870849609375,-0.4957253336906433,-0.07745599746704102,-0.022431373596191406
1684114750828910600,0.55891064453125,0.4308661222457886,-0.3861675262451172,-0.22371482849121094
1684114750838950700,0.56895068359375,0.2643206715583801,-0.5061955451965332,-0.2973155975341797
1684114750848990500,0.578990478515625,-0.274822473526001,-0.29599952697753906,-0.456146240234375
1684114750859030300,0.5890302734375,-0.5401194095611572,-0.0684051513671875,-0.4285731315612793
1684114750869070000,0.599070068359375,-0.6415635943412781,-0.1718144416809082,-0.10067558288574219
1684114750879110000,0.60910986328125,-0.4916735887527466,-0.03528308868408203,0.13327407836914062
1684114750889149700,0.619149658203125,-0.3318079113960266,0.03196859359741211,0.5951356887817383
1684114750899189800,0.629189697265625,-0.11719799041748047,-0.04373598098754883,1.081197738647461
1684114750909229600,0.6392294921875,0.010143160820007324,-0.14398622512817383,1.513528823852539
1684114750919269400,0.649269287109375,-0.138516366481781,-0.07501935958862305,1.4456086158752441
